GEOID,NAME,pop,asian,chinese,ch_pct,NEAR_DIST,LOCALE,STATEFP,LOC_NAME,taiwan,cmb_asian,cmb_chns,Shape_Length,Shape_Area
36061000800,Census Tract 8; New York County; New York,8889,7203,7033,79,0.1,11,36,Large City,0,7349,7133,0.030215771687530,0.000041699483793
17031841100,Census Tract 8411; Cook County; Illinois,7661,6441,6133,80,0.2,11,17,Large City,0,6564,6133,0.047689365829769,0.000125434292922
36061001600,Census Tract 16; New York County; New York,7040,4700,4326,61,0.0,11,36,Large City,0,4920,4458,0.020906146293022,0.000022388064977
36061000600,Census Tract 6; New York County; New York,10179,5023,4159,41,0.3,11,36,Large City,25,5122,4258,0.027749367614496,0.000043595072157
36081085900,Census Tract 859; Queens County; New York,5718,4488,4012,70,0.2,11,36,Large City,0,4687,4211,0.018747955400797,0.000015112186062
36081086300,Census Tract 863; Queens County; New York,6859,4849,3894,57,0.4,11,36,Large City,0,5316,4361,0.015866474849437,0.000015374757935
06037481712,Census Tract 4817.12; Los Angeles County; California,5182,4369,3385,65,0.4,21,06,Large Suburban,0,4482,3470,0.036779981782463,0.000070615725900
36081136700,Census Tract 1367; Queens County; New York,6523,4385,3350,51,0.3,11,36,Large City,0,4465,3430,0.037796820055896,0.000082390472835
06059052433,Census Tract 524.33; Orange County; California,16231,9859,3328,21,0.9,11,06,Large City,806,10705,3682,0.096146727206848,0.000328964487707
36081085300,Census Tract 853; Queens County; New York,4969,3782,3263,66,0.1,11,36,Large City,137,4100,3508,0.024966390809763,0.000020579137372
06085504311,Census Tract 5043.11; Santa Clara County; California,7944,6372,3260,41,1.0,11,06,Large City,426,6835,3428,0.063584805492243,0.000221789290389
06085507702,Census Tract 5077.02; Santa Clara County; California,6500,5024,3166,49,1.8,41,06,Fringe Rural,56,5195,3274,0.130672133715039,0.000798414405171
06059052421,Census Tract 524.21; Orange County; California,9672,6460,3159,33,0.8,11,06,Large City,256,6925,3406,0.073578952776036,0.000244890555228
36081083700,Census Tract 837; Queens County; New York,4770,3656,3151,66,0.2,11,36,Large City,68,3843,3338,0.043370135248736,0.000083745581312
36081088902,Census Tract 889.02; Queens County; New York,6117,3591,3119,51,0.3,11,36,Large City,22,3591,3119,0.024576438522015,0.000031012677780
06037481711,Census Tract 4817.11; Los Angeles County; California,4397,3837,3118,71,0.2,21,06,Large Suburban,16,3966,3244,0.026535872781061,0.000043710979907
36081085500,Census Tract 855; Queens County; New York,6143,4566,3115,51,0.2,11,36,Large City,50,4792,3267,0.015405085112169,0.000013936295872
36081087100,Census Tract 871; Queens County; New York,4889,3618,3108,64,0.0,11,36,Large City,83,3725,3108,0.037539675923738,0.000047180966335
06065040609,Census Tract 406.09; Riverside County; California,17579,5584,3107,18,3.4,41,06,Fringe Rural,166,6942,4079,0.358710108842721,0.002381258236685
36061002902,Census Tract 29.02; New York County; New York,3832,3204,3100,81,0.0,11,36,Large City,0,3317,3124,0.015651173419665,0.000013100948940
36047010200,Census Tract 102; Kings County; New York,4561,3119,3082,68,0.2,11,36,Large City,0,3119,3082,0.016819811454671,0.000016226598037
06075026100,Census Tract 261; San Francisco County; California,6601,4526,3079,47,0.3,11,06,Large City,0,4992,3364,0.037788151959279,0.000076575660300
06037403324,Census Tract 4033.24; Los Angeles County; California,5947,4649,3012,51,0.9,21,06,Large Suburban,134,4736,3035,0.139524491014043,0.000776361736303
36081088903,Census Tract 889.03; Queens County; New York,4659,3604,2987,64,0.2,11,36,Large City,44,3634,2987,0.033761781939616,0.000039395113548
06037430801,Census Tract 4308.01; Los Angeles County; California,7235,4295,2910,40,0.3,13,06,Small City,195,4630,3105,0.052517887274559,0.000167098841147
06037481401,Census Tract 4814.01; Los Angeles County; California,5433,3729,2896,53,0.3,21,06,Large Suburban,25,3954,3086,0.047585675450302,0.000117879091310
06075010701,Census Tract 107.01; San Francisco County; California,3280,3039,2888,88,0.0,11,06,Large City,0,3053,2902,0.015292010842823,0.000010028220459
06001433300,Census Tract 4333; Alameda County; California,7265,3870,2879,40,0.5,21,06,Large Suburban,0,4135,2988,0.080181529344195,0.000256734761642
36081104700,Census Tract 1047; Queens County; New York,7118,3786,2859,40,0.3,11,36,Large City,0,3797,2870,0.041640754380153,0.000090548207825
06059052430,Census Tract 524.30; Orange County; California,16914,7957,2796,17,4.7,41,06,Fringe Rural,538,9898,3599,0.328564409354338,0.004476770892756
06075035300,Census Tract 353; San Francisco County; California,6922,4110,2761,40,0.1,11,06,Large City,0,4357,2931,0.047852783697344,0.000114902229875
06037432102,Census Tract 4321.02; Los Angeles County; California,5479,4055,2756,50,0.3,21,06,Large Suburban,57,4584,3255,0.056646243389215,0.000183001544833
36081085700,Census Tract 857; Queens County; New York,5502,3562,2756,50,0.1,11,36,Large City,0,3630,2797,0.017883518275223,0.000014106467385
36081079702,Census Tract 797.02; Queens County; New York,3313,2986,2753,83,0.2,11,36,Large City,35,3037,2783,0.026420214518096,0.000030761694267
06085508708,Census Tract 5087.08; Santa Clara County; California,5781,4213,2734,47,0.6,12,06,Midsize City,40,4358,2793,0.095587349323406,0.000496730622206
36081079701,Census Tract 797.01; Queens County; New York,6306,5361,2699,43,0.2,11,36,Large City,42,5629,2832,0.016203955210067,0.000011858217509
06037482202,Census Tract 4822.02; Los Angeles County; California,5441,3521,2691,49,0.4,21,06,Large Suburban,32,3988,3158,0.031893073578445,0.000063138241592
06075025701,Census Tract 257.01; San Francisco County; California,5047,3383,2678,53,0.6,11,06,Large City,0,3503,2711,0.042724688301876,0.000063687249303
36081084902,Census Tract 849.02; Queens County; New York,3807,3106,2675,70,0.1,11,36,Large City,0,3240,2809,0.015048365079023,0.000010608955023
36047009800,Census Tract 98; Kings County; New York,6759,2721,2634,39,0.2,11,36,Large City,0,2721,2634,0.016761499123332,0.000016076213147
36047010000,Census Tract 100; Kings County; New York,5510,2818,2627,48,0.1,11,36,Large City,0,2890,2667,0.016757092733882,0.000016072290631
06037408703,Census Tract 4087.03; Los Angeles County; California,5547,4022,2604,47,2.6,21,06,Large Suburban,212,4369,2852,0.217451710209481,0.001661993187868
36047011600,Census Tract 116; Kings County; New York,3344,2609,2553,76,0.2,11,36,Large City,0,2616,2553,0.018863892963518,0.000017059237625
06037482600,Census Tract 4826; Los Angeles County; California,6377,4201,2539,40,1.4,21,06,Large Suburban,10,4554,2772,0.076047244270347,0.000277231372164
25021417201,Census Tract 4172.01; Norfolk County; Massachusetts,5161,2861,2514,49,0.8,21,25,Large Suburban,18,2861,2514,0.056210090818368,0.000182478066188
36081080301,Census Tract 803.01; Queens County; New York,4216,2819,2508,59,0.4,11,36,Large City,0,3020,2586,0.034153274476445,0.000033711048890
06075031201,Census Tract 312.01; San Francisco County; California,5906,3876,2502,42,0.2,11,06,Large City,0,4391,2792,0.036376778793704,0.000052308258624
06075032700,Census Tract 327; San Francisco County; California,6729,3334,2469,37,0.2,11,06,Large City,33,3660,2687,0.037199713046229,0.000086351165350
36081084901,Census Tract 849.01; Queens County; New York,3037,2643,2443,80,0.1,11,36,Large City,0,2695,2443,0.022783224772544,0.000022004532640
06037464102,Census Tract 4641.02; Los Angeles County; California,4381,2830,2442,56,1.7,21,06,Large Suburban,55,3022,2562,0.121328759188049,0.000299731653399
36061001800,Census Tract 18; New York County; New York,6702,2942,2433,36,0.0,11,36,Large City,40,3032,2456,0.020782048811421,0.000023783712013
06037403403,Census Tract 4034.03; Los Angeles County; California,5177,3783,2428,47,0.7,21,06,Large Suburban,239,3951,2501,0.129642111991074,0.000383173074127
36081086500,Census Tract 865; Queens County; New York,4480,3325,2413,54,0.1,11,36,Large City,24,3636,2690,0.016554447725409,0.000016663373698
06059062614,Census Tract 626.14; Orange County; California,22172,7645,2405,11,0.7,11,06,Large City,214,10190,3323,0.106140302834518,0.000609809486510
36047021200,Census Tract 212; Kings County; New York,3448,2467,2404,70,0.1,11,36,Large City,0,2467,2404,0.019489294541507,0.000020320532478
36081049900,Census Tract 499; Queens County; New York,5289,3498,2387,45,0.2,11,36,Large City,54,3603,2397,0.033937207255682,0.000049963725551
06059052438,Census Tract 524.38; Orange County; California,7561,4966,2385,32,2.9,41,06,Fringe Rural,224,5446,2607,0.123532882543000,0.000849328262407
06037464200,Census Tract 4642; Los Angeles County; California,5675,4086,2368,42,0.5,21,06,Large Suburban,558,4441,2487,0.075889027871797,0.000338234847250
06037482101,Census Tract 4821.01; Los Angeles County; California,4525,3179,2340,52,0.2,21,06,Large Suburban,65,3206,2356,0.050482554165914,0.000111975211372
06075023001,Census Tract 230.01; San Francisco County; California,5576,3446,2334,42,0.6,11,06,Large City,0,3885,2746,0.036024251269601,0.000068281552162
06075032901,Census Tract 329.01; San Francisco County; California,5071,3103,2332,46,0.4,11,06,Large City,27,3697,2836,0.033331705886696,0.000068688941887
06037431701,Census Tract 4317.01; Los Angeles County; California,6323,4079,2331,37,1.1,13,06,Small City,589,4707,2685,0.077966530849135,0.000320747744110
06037481203,Census Tract 4812.03; Los Angeles County; California,6768,3475,2329,34,0.7,21,06,Large Suburban,61,3784,2626,0.052394085361020,0.000151823549140
36061004100,Census Tract 41; New York County; New York,6815,2688,2312,34,0.0,11,36,Large City,20,2809,2321,0.018347809337397,0.000020332684418
06037430803,Census Tract 4308.03; Los Angeles County; California,5079,3226,2311,46,0.8,13,06,Small City,309,3493,2486,0.065603532603206,0.000222377780178
06037481603,Census Tract 4816.03; Los Angeles County; California,3580,2627,2305,64,0.6,21,06,Large Suburban,0,2656,2334,0.034874763384346,0.000064275151324
06037481500,Census Tract 4815; Los Angeles County; California,4336,3204,2301,53,0.3,21,06,Large Suburban,66,3515,2554,0.069338821306078,0.000215378764269
36081084500,Census Tract 845; Queens County; New York,4713,2519,2295,49,0.1,11,36,Large City,19,2536,2312,0.021971494032853,0.000019732411368
06037482301,Census Tract 4823.01; Los Angeles County; California,4855,3557,2293,47,0.2,21,06,Large Suburban,24,3691,2415,0.053889290472633,0.000085392537790
36047021000,Census Tract 210; Kings County; New York,3899,2468,2279,58,0.2,11,36,Large City,0,2479,2279,0.018654816244250,0.000015965555807
17031600400,Census Tract 6004; Cook County; Illinois,4053,2279,2270,56,0.4,11,17,Large City,0,2306,2270,0.024302695602831,0.000035470583368
06037408705,Census Tract 4087.05; Los Angeles County; California,5540,4058,2268,41,0.6,21,06,Large Suburban,120,4169,2329,0.059050635654513,0.000186733876111
06075025702,Census Tract 257.02; San Francisco County; California,4601,3011,2267,49,0.2,11,06,Large City,11,3201,2299,0.038995009786501,0.000053996213067
36085011203,Census Tract 112.03; Richmond County; New York,6898,2760,2257,33,0.4,11,36,Large City,0,2815,2257,0.054896911289073,0.000106924762295
06059052439,Census Tract 524.39; Orange County; California,11539,6307,2253,20,1.6,11,06,Large City,86,7062,2599,0.146050158208583,0.001457783065528
06085507903,Census Tract 5079.03; Santa Clara County; California,5159,4100,2248,44,0.3,11,06,Large City,253,4204,2352,0.052378040151645,0.000152738415192
06037408707,Census Tract 4087.07; Los Angeles County; California,6507,4776,2240,34,1.1,21,06,Large Suburban,847,5177,2462,0.117763991571294,0.000485785365524
36047030200,Census Tract 302; Kings County; New York,3899,2419,2214,57,0.3,11,36,Large City,0,2516,2214,0.022446814692383,0.000022401401331
06001441503,Census Tract 4415.03; Alameda County; California,7528,6226,2193,29,2.7,41,06,Fringe Rural,83,6525,2380,0.841836002753901,0.007753177259117
06037481606,Census Tract 4816.06; Los Angeles County; California,4916,2967,2149,44,0.2,21,06,Large Suburban,172,3068,2241,0.046661351431244,0.000084164643268
06085507500,Census Tract 5075; Santa Clara County; California,5814,3858,2144,37,2.1,21,06,Large Suburban,315,4180,2319,0.085960773265974,0.000374942587751
06037482201,Census Tract 4822.01; Los Angeles County; California,3857,2668,2140,55,0.1,21,06,Large Suburban,67,2755,2171,0.036557589838604,0.000075863503945
06001430101,Census Tract 4301.01; Alameda County; California,6501,3074,2137,33,1.9,21,06,Large Suburban,0,3345,2174,0.294217731078454,0.002624942457851
06085507401,Census Tract 5074.01; Santa Clara County; California,5712,4207,2134,37,1.3,21,06,Large Suburban,170,4387,2244,0.088722107748950,0.000327016159934
06075026301,Census Tract 263.01; San Francisco County; California,4955,3162,2128,43,0.2,11,06,Large City,15,3209,2159,0.029606209958118,0.000038240225875
36081141700,Census Tract 1417; Queens County; New York,4486,2633,2123,47,0.6,11,36,Large City,0,2752,2147,0.047273091713728,0.000096889700996
48157673902,Census Tract 6739.02; Fort Bend County; Texas,11929,10076,2123,18,1.5,12,48,Midsize City,246,10586,2212,0.137663932670512,0.000840715375074
34017007601,Census Tract 76.01; Hudson County; New Jersey,8401,4148,2116,25,0.1,11,34,Large City,191,4402,2162,0.022232113050625,0.000028902585473
06075031302,Census Tract 313.02; San Francisco County; California,4727,2723,2107,45,0.4,11,06,Large City,0,2996,2139,0.041098917343637,0.000071284941166
06037403408,Census Tract 4034.08; Los Angeles County; California,6164,4570,2103,34,1.2,21,06,Large Suburban,306,4792,2296,0.077944435432968,0.000313008927572
06081601100,Census Tract 6011; San Mateo County; California,6197,4284,2099,34,0.5,21,06,Large Suburban,0,5072,2602,0.059418180487010,0.000100862078464
06037408503,Census Tract 4085.03; Los Angeles County; California,6923,2923,2097,30,0.9,21,06,Large Suburban,211,3073,2226,0.115052805462501,0.000411254116625
06037408725,Census Tract 4087.25; Los Angeles County; California,5854,3296,2088,36,0.7,21,06,Large Suburban,131,3385,2145,0.077513634595360,0.000189034114324
06037408628,Census Tract 4086.28; Los Angeles County; California,5591,3594,2078,37,1.0,21,06,Large Suburban,443,3873,2227,0.078705173609551,0.000229354350230
36059518501,Census Tract 5185.01; Nassau County; New York,6771,3285,2076,31,0.9,21,36,Large Suburban,113,3808,2092,0.138399936633157,0.000718819493341
06037403320,Census Tract 4033.20; Los Angeles County; California,5384,3843,2066,38,1.2,21,06,Large Suburban,172,4191,2257,0.087228003436825,0.000382754362378
06037482303,Census Tract 4823.03; Los Angeles County; California,4766,3229,2066,43,0.7,21,06,Large Suburban,29,3572,2390,0.046379400408839,0.000096394062886
25025070202,Census Tract 702.02; Suffolk County; Massachusetts,4136,2419,2053,50,0.1,11,25,Large City,16,2592,2177,0.022388076050325,0.000019181476019
06037432201,Census Tract 4322.01; Los Angeles County; California,4693,3438,2046,44,0.7,21,06,Large Suburban,25,4076,2671,0.044368384218878,0.000119073454119
42101031600,Census Tract 316; Philadelphia County; Pennsylvania,6034,2230,2046,34,0.3,11,42,Large City,0,2282,2046,0.037610799358125,0.000077700453244
36103158015,Census Tract 1580.15; Suffolk County; New York,8498,4053,2043,24,1.2,21,36,Large Suburban,28,4434,2266,0.117343812866544,0.000362292449319
36081121500,Census Tract 1215; Queens County; New York,4236,2386,2039,48,0.7,11,36,Large City,53,2610,2039,0.044183840148017,0.000066965389713
06075032902,Census Tract 329.02; San Francisco County; California,3797,2573,2037,54,0.1,11,06,Large City,0,2679,2123,0.029609108674085,0.000051553213284
06075032802,Census Tract 328.02; San Francisco County; California,4185,2436,2033,49,0.2,11,06,Large City,30,2602,2086,0.034264251898084,0.000066149780906
36047019400,Census Tract 194; Kings County; New York,3371,2053,2032,60,0.1,11,36,Large City,0,2074,2053,0.019896267926214,0.000018990294250
06037265301,Census Tract 2653.01; Los Angeles County; California,12987,5319,2030,16,0.1,11,06,Large City,370,5987,2226,0.060173537444882,0.000157618493169
06037403328,Census Tract 4033.28; Los Angeles County; California,5333,3260,2029,38,1.0,21,06,Large Suburban,187,3445,2044,0.095598473146623,0.000272096440918
06037408722,Census Tract 4087.22; Los Angeles County; California,4244,2585,2010,47,0.9,21,06,Large Suburban,121,2843,2193,0.065488753507029,0.000207863160933
06059062610,Census Tract 626.10; Orange County; California,13102,4485,2004,15,0.6,13,06,Small City,113,5006,2086,0.133838828149912,0.001148082864557
06075035102,Census Tract 351.02; San Francisco County; California,3828,2366,2001,52,0.5,11,06,Large City,0,2456,2064,0.032487239976656,0.000055557244071
36047010602,Census Tract 106.02; Kings County; New York,2192,2000,2000,91,0.1,11,36,Large City,0,2000,2000,0.011612967811476,0.000008037513461
06085508401,Census Tract 5084.01; Santa Clara County; California,8281,4300,1997,24,1.0,12,06,Midsize City,38,5301,2520,0.065233991745992,0.000252884822642
36047010802,Census Tract 108.02; Kings County; New York,2585,2027,1996,77,0.1,11,36,Large City,0,2045,1996,0.011614427052114,0.000008038154981
06037403325,Census Tract 4033.25; Los Angeles County; California,4853,3273,1992,41,1.9,41,06,Fringe Rural,252,3665,2209,0.257312000139274,0.001668910910770
06075032801,Census Tract 328.01; San Francisco County; California,3946,2764,1991,50,0.3,11,06,Large City,16,3010,2127,0.034216863491561,0.000059837266674
06001403000,Census Tract 4030; Alameda County; California,3125,2229,1986,64,0.0,11,06,Large City,19,2407,2066,0.024550558183673,0.000036109021321
06037482503,Census Tract 4825.03; Los Angeles County; California,4007,2991,1982,49,0.4,21,06,Large Suburban,0,3091,1982,0.034075149305774,0.000071774538003
06075060701,Census Tract 607.01; San Francisco County; California,8415,4174,1978,24,0.5,11,06,Large City,77,4585,2206,0.054133631156306,0.000110496241754
06059052429,Census Tract 524.29; Orange County; California,9038,5924,1975,22,1.0,11,06,Large City,353,6491,2372,0.061538540415863,0.000199238725752
06085509404,Census Tract 5094.04; Santa Clara County; California,6208,2994,1975,32,0.2,13,06,Small City,61,3411,2067,0.042181088886179,0.000106153137820
06081610303,Census Tract 6103.03; San Mateo County; California,7125,3328,1972,28,2.1,13,06,Small City,12,3849,2144,0.104845883648545,0.000485768851340
06073008328,Census Tract 83.28; San Diego County; California,7766,3383,1959,25,2.7,11,06,Large City,202,4095,2251,0.139796088681412,0.000690179535392
06037482521,Census Tract 4825.21; Los Angeles County; California,5385,3335,1953,36,0.8,21,06,Large Suburban,0,3832,2318,0.056850890987459,0.000150787621078
06001450751,Census Tract 4507.51; Alameda County; California,12521,9220,1949,16,1.4,22,06,Midsize Suburban,113,10324,2314,0.179849610131761,0.001023666232933
06059052437,Census Tract 524.37; Orange County; California,6065,4156,1947,32,3.1,41,06,Fringe Rural,95,4426,2059,0.249951318404280,0.002577433007206
36081079900,Census Tract 799; Queens County; New York,3003,2281,1947,65,0.2,11,36,Large City,105,2409,1947,0.024765711293551,0.000030015255526
36047049100,Census Tract 491; Kings County; New York,7170,2073,1942,27,0.1,11,36,Large City,0,2081,1942,0.023802957481901,0.000022115983582
06001428302,Census Tract 4283.02; Alameda County; California,6527,2747,1935,30,0.8,21,06,Large Suburban,0,3237,2265,0.066237557148034,0.000243458379773
06075025600,Census Tract 256; San Francisco County; California,5290,2959,1933,37,0.5,11,06,Large City,23,3201,2039,0.043729068840484,0.000058673598880
06075061000,Census Tract 610; San Francisco County; California,4558,2759,1922,42,1.4,11,06,Large City,32,3003,2080,0.076323290285977,0.000223570012621
06075047600,Census Tract 476; San Francisco County; California,5208,2581,1916,37,0.1,11,06,Large City,0,3210,2311,0.029505269668710,0.000054353648743
06037481103,Census Tract 4811.03; Los Angeles County; California,5315,2864,1907,36,0.2,21,06,Large Suburban,77,2979,1967,0.053605737781262,0.000137354625733
06085506604,Census Tract 5066.04; Santa Clara County; California,6966,3472,1907,27,0.9,11,06,Large City,242,3825,2019,0.091322615034187,0.000251762342100
06037431800,Census Tract 4318; Los Angeles County; California,5324,3161,1899,36,0.5,21,06,Large Suburban,302,3440,2133,0.049010431200627,0.000132687145128
36047030000,Census Tract 300; Kings County; New York,4222,1995,1889,45,0.1,11,36,Large City,0,2020,1914,0.023127952764628,0.000020748784466
06037431600,Census Tract 4316; Los Angeles County; California,3913,2675,1879,48,0.6,13,06,Small City,440,2894,2050,0.066761485614813,0.000207807635731
06037432002,Census Tract 4320.02; Los Angeles County; California,5416,3239,1879,35,0.3,21,06,Large Suburban,146,3609,2014,0.051528871232495,0.000147766536819
06037431900,Census Tract 4319; Los Angeles County; California,3688,2518,1878,51,0.2,21,06,Large Suburban,102,2553,1894,0.043306914888042,0.000096957259701
36081122300,Census Tract 1223; Queens County; New York,3355,2183,1876,56,0.4,11,36,Large City,0,2184,1876,0.035260129761248,0.000053111787987
25021417601,Census Tract 4176.01; Norfolk County; Massachusetts,5426,2217,1874,35,0.5,21,25,Large Suburban,25,2324,1950,0.049575174626182,0.000106205153199
06037432101,Census Tract 4321.01; Los Angeles County; California,4756,3301,1872,39,0.6,21,06,Large Suburban,94,3736,2231,0.044578594851339,0.000113179882242
36047009600,Census Tract 96; Kings County; New York,5917,2108,1869,32,0.2,11,36,Large City,0,2124,1869,0.016758832311904,0.000016048014727
53033024901,Census Tract 249.01; King County; Washington,4605,2836,1868,41,1.6,12,53,Midsize City,295,3175,2076,0.087296411578478,0.000364442107897
06001433600,Census Tract 4336; Alameda County; California,5871,2822,1865,32,0.6,21,06,Large Suburban,46,3120,1955,0.067686949684224,0.000160547371533
36081091900,Census Tract 919; Queens County; New York,5180,2125,1858,36,0.2,,,,0,2135,1863,0.056159480287360,0.000082372411214
24031700618,Census Tract 7006.18; Montgomery County; Maryland,5498,3258,1857,34,0.4,21,24,Large Suburban,107,3327,1878,0.098498835412272,0.000289292528689
25021417501,Census Tract 4175.01; Norfolk County; Massachusetts,5702,2708,1855,33,0.5,21,25,Large Suburban,0,2828,1975,0.058899724112083,0.000099183571678
36081103900,Census Tract 1039; Queens County; New York,6670,2350,1851,28,0.9,11,36,Large City,9,2376,1851,0.040156329211548,0.000092817950867
06037480101,Census Tract 4801.01; Los Angeles County; California,4106,2682,1850,45,0.4,21,06,Large Suburban,144,2792,1902,0.044187920020805,0.000111353088209
06075026302,Census Tract 263.02; San Francisco County; California,4707,2534,1848,39,0.7,11,06,Large City,7,2802,2093,0.042354251135571,0.000076536343833
48157674401,Census Tract 6744.01; Fort Bend County; Texas,8303,4432,1848,22,2.4,12,48,Midsize City,42,4600,1926,0.219729108450047,0.000946211550926
06081601605,Census Tract 6016.05; San Mateo County; California,6016,4837,1844,31,0.6,21,06,Large Suburban,0,4977,1902,0.049233700650490,0.000096504005470
36047019000,Census Tract 190; Kings County; New York,4093,1922,1840,45,0.2,11,36,Large City,0,1967,1840,0.020212144581694,0.000022611635196
06085507808,Census Tract 5078.08; Santa Clara County; California,5786,4650,1824,32,0.4,13,06,Small City,60,4779,1871,0.052080285894455,0.000172013671619
06085507906,Census Tract 5079.06; Santa Clara County; California,4443,3534,1817,41,1.0,11,06,Large City,370,3555,1826,0.051767060607793,0.000145028252777
36081152902,Census Tract 1529.02; Queens County; New York,6252,3402,1812,29,0.6,11,36,Large City,0,3597,1884,0.046523708909921,0.000110328298730
06081601400,Census Tract 6014; San Mateo County; California,7102,5308,1808,25,0.7,21,06,Large Suburban,0,5511,1949,0.051502233856248,0.000151932750755
06085507600,Census Tract 5076; Santa Clara County; California,6134,3589,1804,29,2.3,21,06,Large Suburban,0,3796,1909,0.190536387306778,0.001410464355402
06001442200,Census Tract 4422; Alameda County; California,7451,5835,1797,24,0.6,12,06,Midsize City,483,5921,1859,0.108919842156743,0.000425575910588
06037403401,Census Tract 4034.01; Los Angeles County; California,4911,2900,1783,36,0.2,21,06,Large Suburban,204,3006,1860,0.094386903462918,0.000220384950553
06001433200,Census Tract 4332; Alameda County; California,8135,3107,1781,22,0.4,21,06,Large Suburban,0,3460,1853,0.100574853854236,0.000324722480454
06037482502,Census Tract 4825.02; Los Angeles County; California,3520,2458,1777,50,0.4,21,06,Large Suburban,23,2515,1815,0.031668891197080,0.000062341751460
25017341200,Census Tract 3412; Middlesex County; Massachusetts,6969,2553,1777,25,0.1,21,25,Large Suburban,0,2748,1922,0.047461456691177,0.000120585231592
06037481713,Census Tract 4817.13; Los Angeles County; California,2727,2076,1775,65,0.4,21,06,Large Suburban,26,2145,1787,0.032311872477355,0.000045383165131
06081604800,Census Tract 6048; San Mateo County; California,5165,2534,1773,34,0.5,21,06,Large Suburban,44,2858,1849,0.044544607857855,0.000107860101107
36081137700,Census Tract 1377; Queens County; New York,6652,3644,1771,27,0.5,11,36,Large City,81,3892,1989,0.038000732921690,0.000080610441490
36061001501,Census Tract 15.01; New York County; New York,7777,2082,1769,23,0.2,11,36,Large City,32,2314,1893,0.037232342260927,0.000037557580228
06037480012,Census Tract 4800.12; Los Angeles County; California,4751,2728,1767,37,0.2,21,06,Large Suburban,368,3009,1902,0.046444025666866,0.000125057007002
36081116301,Census Tract 1163.01; Queens County; New York,4398,2931,1757,40,0.1,11,36,Large City,46,3108,1918,0.018115325425763,0.000014256228176
36061017000,Census Tract 170; New York County; New York,8746,2123,1755,20,0.1,11,36,Large City,0,2170,1755,0.018035215060229,0.000019515699254
36059300600,Census Tract 3006; Nassau County; New York,6813,2762,1749,26,0.5,21,36,Large Suburban,135,2948,1873,0.122474131473180,0.000292978019998
06085510700,Census Tract 5107; Santa Clara County; California,4871,2310,1741,36,0.2,13,06,Small City,15,2493,1856,0.070954963274741,0.000146773488243
06075042700,Census Tract 427; San Francisco County; California,5365,2392,1734,32,0.2,11,06,Large City,46,2621,1831,0.030428644855785,0.000041914782199
06075033001,Census Tract 330.01; San Francisco County; California,3858,2581,1733,45,0.4,11,06,Large City,6,2891,1928,0.055668135248232,0.000058991784177
06085508006,Census Tract 5080.06; Santa Clara County; California,3993,2907,1731,43,0.6,13,06,Small City,28,3093,1865,0.044514471557207,0.000123716221020
06001443002,Census Tract 4430.02; Alameda County; California,6915,4216,1729,25,0.7,12,06,Midsize City,133,4384,1840,0.051702931299780,0.000160583067796
06037480011,Census Tract 4800.11; Los Angeles County; California,5220,2381,1729,33,0.4,21,06,Large Suburban,125,2523,1821,0.043101190182495,0.000110554659197
36047010401,Census Tract 104.01; Kings County; New York,2183,1829,1727,79,0.1,11,36,Large City,0,1829,1727,0.011671676018084,0.000008106841959
06075026202,Census Tract 262.02; San Francisco County; California,3664,2452,1726,47,0.4,11,06,Large City,0,2477,1751,0.023965034308919,0.000034565692645
36081080900,Census Tract 809; Queens County; New York,7291,2351,1724,24,0.7,11,36,Large City,10,2725,1827,0.053265476605656,0.000106431493003
06071000115,Census Tract 1.15; San Bernardino County; California,8672,3718,1716,20,2.5,13,06,Small City,95,4349,1862,0.154676292308819,0.001204309750881
06081600300,Census Tract 6003; San Mateo County; California,4070,2510,1713,42,1.4,21,06,Large Suburban,0,2641,1770,0.087930016380793,0.000228009016835
06075026403,Census Tract 264.03; San Francisco County; California,3453,2638,1708,49,0.1,11,06,Large City,0,2727,1708,0.030159583369982,0.000038843422991
06001433500,Census Tract 4335; Alameda County; California,4084,2100,1706,42,0.6,21,06,Large Suburban,0,2137,1731,0.051482990371602,0.000126249457823
06037430802,Census Tract 4308.02; Los Angeles County; California,4008,3101,1695,42,0.6,13,06,Small City,474,3257,1794,0.060445666988789,0.000182210695671
06075030400,Census Tract 304; San Francisco County; California,5120,2583,1694,33,0.5,11,06,Large City,66,2858,1819,0.049307612130281,0.000098990161960
06001428301,Census Tract 4283.01; Alameda County; California,6832,2647,1692,25,0.5,21,06,Large Suburban,10,3253,1891,0.121825136970422,0.000465536611211
06037481404,Census Tract 4814.04; Los Angeles County; California,3867,3121,1690,44,0.5,21,06,Large Suburban,32,3322,1891,0.042178774556456,0.000099279278965
06037433601,Census Tract 4336.01; Los Angeles County; California,4873,3023,1683,35,0.9,21,06,Large Suburban,0,3440,2064,0.043864909180207,0.000109279941055
48085031416,Census Tract 314.16; Collin County; Texas,10446,4979,1683,16,1.9,21,48,Large Suburban,33,5117,1683,0.125221274626760,0.000729835015975
36047012200,Census Tract 122; Kings County; New York,4651,1786,1682,36,0.1,11,36,Large City,0,1901,1749,0.018012696901397,0.000019296599464
06037482002,Census Tract 4820.02; Los Angeles County; California,6821,3847,1675,25,1.1,21,06,Large Suburban,76,4565,2129,0.068590197732892,0.000242954839118
